movie_title,original_genres,predicted_genres
High Fidelity,"['Comedy', 'Drama', 'Romance', 'Music']",Comedy Drama
One Missed Call,"['Horror', 'Mystery', 'Thriller']",Thriller
Eye for an Eye,"['Drama', 'Thriller']",Drama
The Bank Job,"['Thriller', 'Crime', 'Drama']",Crime Drama Thriller
Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Drama', 'Romance']",Drama Romance
You Again,"['Comedy', 'Romance']",Comedy Drama
Street Kings,"['Action', 'Crime', 'Drama', 'Thriller']",Thriller
The World's End,"['Comedy', 'Action', 'Science Fiction']",
Nancy Drew,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']",
Daybreakers,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']",Action
She's Out of My League,"['Comedy', 'Romance']",Comedy
Monte Carlo,"['Adventure', 'Comedy', 'Romance']",Comedy
Stay Alive,"['Horror', 'Thriller']",Horror Thriller
Quigley Down Under,"['Romance', 'Action', 'Adventure', 'Western', 'Drama']",
Alpha and Omega,"['Family', 'Animation']",Comedy
The Covenant,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",
Stick It,"['Comedy', 'Drama']",Comedy Drama
Shorts,"['Comedy', 'Family']",Comedy
To Die For,"['Fantasy', 'Drama', 'Comedy', 'Thriller']",Comedy Drama
Nerve,"['Mystery', 'Adventure', 'Crime']",
Appaloosa,"['Drama', 'Western', 'Crime']",Drama
Vampires,"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']",Action Horror Thriller
Psycho,"['Drama', 'Horror', 'Thriller']",Drama
My Best Friend's Girl,"['Romance', 'Comedy']",Comedy
Endless Love,"['Drama', 'Romance']",Drama Romance
Georgia Rule,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Under the Rainbow,['Comedy'],
Ladyhawke,"['Adventure', 'Drama', 'Fantasy', 'Romance']",
Simon Birch,"['Comedy', 'Drama', 'Family']",Drama
Reign Over Me,['Drama'],Drama
Into the Wild,"['Adventure', 'Drama']",Drama
School for Scoundrels,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Silent Hill: Revelation 3D,"['Thriller', 'Horror', 'Mystery']",
From Dusk Till Dawn,"['Horror', 'Action', 'Thriller', 'Crime']",Drama Thriller
Pooh's Heffalump Movie,"['Animation', 'Family']",
Home for the Holidays,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Kung Fu Hustle,"['Action', 'Comedy', 'Crime', 'Fantasy']",Comedy
The Country Bears,"['Adventure', 'Comedy', 'Family']",Comedy
The Kite Runner,['Drama'],Drama
21 Grams,"['Drama', 'Crime', 'Thriller']",Drama
Paparazzi,"['Action', 'Drama', 'Thriller']",Drama
A Guy Thing,"['Comedy', 'Romance']",Comedy
Loser,"['Drama', 'Comedy', 'Romance', 'Family']",Comedy Drama Romance
Capitalism: A Love Story,['Documentary'],Drama
The Greatest Story Ever Told,"['Drama', 'History']",Drama
Secret in Their Eyes,"['Crime', 'Drama', 'Mystery']",Drama Thriller
Disaster Movie,"['Action', 'Comedy']",Comedy
Armored,"['Action', 'Crime', 'Drama', 'Thriller']",Action
The Man Who Knew Too Little,"['Comedy', 'Thriller', 'Crime', 'Action']",Comedy Thriller
What's Your Number?,"['Comedy', 'Romance']",Comedy Drama Romance
Lockout,"['Action', 'Thriller', 'Science Fiction']",Action Science Fiction Thriller
Envy,['Comedy'],Comedy
Crank: High Voltage,"['Action', 'Thriller', 'Crime']",
Bullets Over Broadway,"['Action', 'Comedy', 'Thriller']",Comedy Drama
One Night with the King,['Drama'],Drama
The Quiet American,"['Drama', 'Action', 'Thriller', 'Romance']",Drama Romance
The Weather Man,"['Comedy', 'Drama']",Comedy Drama
Undisputed,"['Action', 'Adventure', 'Drama', 'Thriller']",Action Drama
Ghost Town,"['Comedy', 'Fantasy', 'Romance']",
12 Rounds,"['Action', 'Adventure', 'Drama', 'Thriller']",Action Thriller
Let Me In,"['Drama', 'Horror', 'Mystery']",Horror
3 Ninjas Kick Back,"['Adventure', 'Action', 'Comedy', 'Family']",Action Adventure Comedy
Be Kind Rewind,"['Drama', 'Comedy']",Comedy
Mrs Henderson Presents,"['Comedy', 'Drama']",Drama
Triple 9,"['Action', 'Thriller']",Action Crime Thriller
Deconstructing Harry,"['Comedy', 'Drama']",Drama
Three to Tango,"['Comedy', 'Romance']",Comedy Drama Romance
Burnt,['Drama'],Drama
We're No Angels,"['Comedy', 'Crime', 'Drama']",Drama
Everyone Says I Love You,"['Music', 'Comedy', 'Romance']",Comedy Romance
Death Sentence,"['Action', 'Crime', 'Drama', 'Thriller']",Drama Thriller
Everybody's Fine,['Drama'],Drama
Superbabies: Baby Geniuses 2,"['Comedy', 'Family']",Comedy
The Man,"['Action', 'Comedy', 'Crime']",Action Comedy
Code Name: The Cleaner,"['Action', 'Comedy', 'Crime']",Action
Connie and Carla,['Comedy'],Comedy
Sweet Charity,"['Comedy', 'Drama', 'Music', 'Romance']",Drama Romance
Inherent Vice,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",Crime Drama
Doogal,['Family'],
Battle of the Year,"['Music', 'Drama']",
An American Carol,"['Comedy', 'Fantasy']",
Machete Kills,"['Action', 'Crime', 'Thriller']",Action Thriller
Willard,['Horror'],
Strange Wilderness,['Comedy'],Comedy
Topsy-Turvy,"['Comedy', 'Drama', 'Music']",Comedy Drama
Little Boy,"['Comedy', 'Drama', 'War']",Drama
A Dangerous Method,"['Drama', 'Thriller']",Drama
A Scanner Darkly,"['Animation', 'Science Fiction', 'Thriller']",Action Thriller
Chasing Mavericks,['Drama'],
Alone in the Dark,"['Action', 'Fantasy', 'Horror', 'Thriller']",Horror Thriller
Bandslam,"['Comedy', 'Drama', 'Family', 'Music']",Comedy Drama Music
Birth,"['Drama', 'Mystery', 'Thriller']",Drama
A Most Violent Year,"['Crime', 'Drama', 'Thriller']",Drama
Passchendaele,"['Drama', 'Romance', 'War', 'History']",Drama
Flash of Genius,['Drama'],Drama
I'm Not There.,"['Drama', 'Music']",Drama
The Cold Light of Day,"['Action', 'Thriller']",Thriller
The Brothers Bloom,"['Adventure', 'Comedy', 'Drama', 'Romance']",Comedy Drama
"Synecdoche, New York",['Drama'],Drama
Princess Mononoke,"['Adventure', 'Fantasy', 'Animation']",Adventure
Bon voyage,"['Comedy', 'Drama', 'Foreign']",Drama
Can't Stop the Music,"['Comedy', 'Music']",Comedy
The Proposition,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']",Drama Thriller
My All American,['Drama'],Drama
Marci X,['Comedy'],Comedy
Equilibrium,"['Action', 'Science Fiction', 'Thriller']",Action Science Fiction Thriller
The Children of Huang Shi,"['Drama', 'War']",Drama
The Yards,"['Drama', 'Action', 'Thriller', 'Crime']",Drama
The Oogieloves in the Big Balloon Adventure,['Family'],Comedy
By the Sea,"['Drama', 'Romance']",Drama
Steamboy,"['Animation', 'Fantasy', 'Science Fiction']",
The Game of Their Lives,['Drama'],Drama
All Good Things,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']",Drama Romance
Rapa Nui,['Adventure'],
CJ7,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",Comedy Drama
The Visitors II: The Corridors of Time,"['Comedy', 'Fantasy']",Comedy
Dylan Dog: Dead of Night,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",Horror
People I Know,"['Drama', 'Thriller']",Drama
The Tempest,"['Drama', 'Fantasy']",
Regression,"['Horror', 'Mystery', 'Thriller']",Drama Thriller
Three Kingdoms: Resurrection of the Dragon,"['Action', 'History', 'Drama']",
Butterfly on a Wheel,"['Crime', 'Drama', 'Thriller']",Drama
Zambezia,"['Comedy', 'Animation', 'Adventure', 'Family']",
Ramanujan,"['Drama', 'History']",Drama
Dwegons,['Animation'],
Hands of Stone,['Drama'],Drama
Survivor,['Thriller'],Thriller
The Frozen Ground,"['Thriller', 'Crime']",Thriller
The Painted Veil,"['Drama', 'Romance']",Drama
The Baader Meinhof Complex,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",Drama
Dances with Wolves,"['Adventure', 'Drama', 'Western']",Drama
Bad Teacher,['Comedy'],Comedy
Sea of Love,"['Drama', 'Crime', 'Mystery']",Crime Thriller
A Cinderella Story,['Comedy'],Comedy Drama
Scream,"['Crime', 'Horror', 'Mystery']",Horror
Thir13en Ghosts,"['Horror', 'Thriller']",Horror Thriller
The Shining,"['Horror', 'Thriller']",
Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",Comedy
House on Haunted Hill,"['Horror', 'Mystery', 'Thriller']",Horror Thriller
I Can Do Bad All By Myself,"['Drama', 'Comedy']",Comedy Drama
Fight Valley,"['Action', 'Drama']",Drama
The Switch,"['Comedy', 'Romance', 'Drama']",Comedy
Just Married,['Comedy'],Comedy
The Devil's Double,"['Drama', 'Action', 'Thriller', 'Crime', 'War']",Drama Thriller
Thomas and the Magic Railroad,"['Animation', 'Drama', 'Family', 'Science Fiction']",Comedy
The Crazies,"['Mystery', 'Horror', 'Action']",
Spirited Away,"['Fantasy', 'Adventure', 'Animation', 'Family']",Family Fantasy
Firestorm,"['Action', 'Crime']",Action Crime Thriller
The Bounty,"['Action', 'Drama', 'History']",Drama
The Book Thief,['Drama'],Drama
Sex Drive,"['Comedy', 'Adventure', 'Romance']",Comedy
Leap Year,"['Romance', 'Comedy']",Comedy Romance
The Fall of the Roman Empire,"['Drama', 'History']",Drama
Take Me Home Tonight,"['Comedy', 'Drama', 'Romance']",Comedy
Won't Back Down,['Drama'],Drama
The Nutcracker,"['Family', 'Fantasy', 'Music']",Family
Kansas City,"['Thriller', 'Drama', 'Music', 'Crime']",Drama
Indignation,['Drama'],Drama
The Amityville Horror,"['Horror', 'Thriller', 'Drama']",Drama
Adaptation.,"['Comedy', 'Crime', 'Drama']",Drama
Land of the Dead,['Horror'],Horror Science Fiction
Out of Inferno,['Action'],
Fear and Loathing in Las Vegas,"['Adventure', 'Drama', 'Comedy']",Drama
The Invention of Lying,"['Comedy', 'Romance', 'Fantasy']",Comedy
Neighbors,['Comedy'],Comedy
The Mask,"['Romance', 'Comedy', 'Crime', 'Fantasy']",
Big,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",Comedy
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,['Comedy'],Comedy
Legally Blonde,['Comedy'],Comedy
Star Trek III: The Search for Spock,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Science Fiction
The Exorcism of Emily Rose,"['Crime', 'Drama', 'Horror', 'Thriller']",Drama Thriller
Deuce Bigalow: Male Gigolo,['Comedy'],Comedy Drama
Left Behind,"['Thriller', 'Action', 'Science Fiction']",
The Family Stone,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Barbershop 2:  Back in Business,"['Comedy', 'Drama']",Comedy Drama
Bad Santa,"['Drama', 'Comedy', 'Crime']",Comedy
Austin Powers: International Man of Mystery,"['Science Fiction', 'Comedy', 'Crime']",Comedy
My Big Fat Greek Wedding 2,"['Romance', 'Comedy', 'Family']",Comedy
Diary of a Wimpy Kid: Rodrick Rules,"['Family', 'Comedy']",Comedy
Predator,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Action Thriller
Amadeus,"['Drama', 'History', 'Music']",Drama
Prom Night,"['Crime', 'Horror']",Horror
Mean Girls,['Comedy'],Comedy
Under the Tuscan Sun,"['Comedy', 'Drama', 'Romance']",Drama Romance
Gosford Park,"['Drama', 'Mystery', 'Thriller']",Drama
Peggy Sue Got Married,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Comedy
Birdman,"['Drama', 'Comedy']",Comedy Drama
Blue Jasmine,"['Comedy', 'Drama']",Drama
United 93,"['Drama', 'History', 'Crime', 'Thriller', 'Action']",Drama Thriller
Honey,"['Romance', 'Music', 'Family']",Drama
Spy Hard,"['Action', 'Comedy']",Action Comedy
The Fog,['Horror'],
Soul Surfer,"['Action', 'Drama']",Drama
Catch-22,"['War', 'Comedy', 'Drama']",Drama War
Observe and Report,"['Comedy', 'Crime', 'Drama']",Action
Conan the Destroyer,"['Adventure', 'Fantasy', 'Action']",Action Adventure Fantasy
Raging Bull,['Drama'],Drama
Love Happens,"['Drama', 'Romance']",Drama
Young Sherlock Holmes,"['Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Mystery', 'Thriller']",
Fame,"['Music', 'Comedy', 'Drama', 'Romance']",Comedy Music
127 Hours,"['Adventure', 'Drama', 'Thriller']",Drama
Small Time Crooks,"['Action', 'Comedy', 'Crime']",Comedy Crime Drama
Center Stage,"['Drama', 'Music']",Drama
Love the Coopers,"['Comedy', 'Family']",Comedy
Catch That Kid,"['Family', 'Action', 'Adventure']",
Life as a House,['Drama'],Drama
Steve Jobs,"['Drama', 'History']",Drama
"I Love You, Beth Cooper","['Comedy', 'Romance']",Comedy Romance
Youth in Revolt,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
The Legend of the Lone Ranger,"['Action', 'Adventure', 'Romance', 'Western']",
The Tailor of Panama,"['Drama', 'Thriller']",Drama
Blow Out,"['Drama', 'Mystery', 'Thriller']",Drama Thriller
Getaway,"['Action', 'Crime']",Action
The Ice Storm,['Drama'],Comedy Drama
And So It Goes,"['Comedy', 'Drama', 'Romance']",Drama
Troop Beverly Hills,"['Adventure', 'Comedy', 'Family']",Comedy
Being Julia,"['Comedy', 'Drama', 'Romance']",Drama
Nine 1/2 Weeks,"['Drama', 'Romance']",Drama Romance
Dragonslayer,['Fantasy'],Action Adventure Fantasy
The Last Station,"['Drama', 'Romance']",Drama
Ed Wood,"['Comedy', 'Drama', 'History']",Comedy Drama
Labor Day,['Drama'],Drama
Mongol: The Rise of Genghis Khan,['History'],Drama
RockNRolla,"['Action', 'Crime', 'Thriller']",Crime Thriller
Megaforce,"['Adventure', 'Action', 'Science Fiction']",
Hamlet,['Drama'],Drama
Mao's Last Dancer,"['Drama', 'Romance']",Drama
Midnight Special,"['Adventure', 'Drama', 'Science Fiction']",Drama
Anything Else,"['Comedy', 'Romance']",Comedy Drama Romance
The Railway Man,"['Drama', 'History']",Drama History
The White Ribbon,"['Crime', 'Drama', 'Mystery']",Drama
Restoration,['Horror'],Thriller
The Wraith,"['Romance', 'Science Fiction', 'Horror', 'Action', 'Crime']",Action Crime
Salton Sea,"['Drama', 'Mystery', 'Thriller']",Drama Thriller
Metallica: Through the Never,['Music'],
The Informers,['Drama'],Drama
Carlos,"['Crime', 'Drama', 'Thriller', 'History']",Drama Thriller
I Come with the Rain,"['Thriller', 'Drama']",Drama Thriller
One Man's Hero,"['Western', 'Action', 'Drama', 'History']",Action Drama
Day of the Dead,"['Horror', 'Science Fiction']",Horror
I Am Wrath,"['Action', 'Crime', 'Drama', 'Thriller']",Action Crime Drama Thriller
Renaissance,"['Action', 'Animation', 'Science Fiction']",Action
Red Sonja,"['Adventure', 'Fantasy', 'Action']",Action Adventure Fantasy
Red Lights,['Thriller'],
Superbad,['Comedy'],Comedy
Madea Goes to Jail,"['Comedy', 'Crime', 'Drama']",Comedy Drama
Wolves,"['Horror', 'Action']",
Step Up 2: The Streets,"['Music', 'Drama', 'Romance']",Drama
Hoodwinked!,"['Animation', 'Comedy', 'Family']",
Hotel Rwanda,"['Drama', 'History', 'War']",Drama
Hitman,"['Action', 'Crime', 'Drama', 'Thriller']",Action Thriller
Black Nativity,"['Drama', 'Music']",Comedy Drama
The Prince,"['Thriller', 'Action']",Thriller
City of Ghosts,['Thriller'],Thriller
The Others,"['Horror', 'Drama', 'Mystery', 'Thriller']",Drama Thriller
Aliens,"['Horror', 'Action', 'Thriller', 'Science Fiction']",Science Fiction
My Fair Lady,"['Drama', 'Family', 'Music', 'Romance']",Drama
I Know What You Did Last Summer,"['Horror', 'Thriller', 'Mystery']",Thriller
Let's Be Cops,['Comedy'],Comedy Crime Drama
Sideways,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Beerfest,['Comedy'],
Halloween,"['Horror', 'Thriller']",Crime Horror Thriller
Good Boy!,"['Comedy', 'Family', 'Science Fiction']",Comedy
The Best Man Holiday,['Comedy'],Comedy
Smokin' Aces,"['Action', 'Comedy', 'Crime', 'Thriller']",Comedy Crime Thriller
Saw: The Final Chapter,"['Horror', 'Crime']",Horror
40 Days and 40 Nights,"['Comedy', 'Romance']",Comedy Drama
A Night at the Roxbury,['Comedy'],Comedy
Beastly,"['Drama', 'Fantasy', 'Romance']",Drama Romance
The Hills Have Eyes,"['Horror', 'Thriller']",
Dickie Roberts: Former Child Star,['Comedy'],Comedy
"McFarland, USA",['Drama'],Drama
Lottery Ticket,['Comedy'],
ATL,['Drama'],Drama
Pitch Perfect,"['Comedy', 'Music', 'Romance']",Comedy
Summer Catch,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
A Simple Plan,"['Drama', 'Crime', 'Thriller']",Drama Thriller
They,"['Horror', 'Thriller']",Horror Thriller
Larry the Cable Guy: Health Inspector,['Comedy'],Comedy
The Adventures of Elmo in Grouchland,['Family'],
Brooklyn's Finest,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller
55 Days at Peking,"['Action', 'Drama', 'History']",Drama
Evil Dead,['Horror'],Horror
My Life in Ruins,"['Comedy', 'Romance']",
American Dreamz,"['Comedy', 'Drama', 'Family']",Comedy Drama
Superman IV: The Quest for Peace,"['Action', 'Adventure', 'Science Fiction']",Action Adventure Science Fiction
How She Move,['Drama'],
Running Scared,"['Action', 'Crime', 'Drama', 'Thriller']",Action Crime Drama Thriller
Bobby Jones: Stroke of Genius,['Drama'],Drama
Shanghai Surprise,['Adventure'],
The Illusionist,"['Fantasy', 'Drama', 'Thriller', 'Romance']",
Roar,"['Adventure', 'Thriller']",
Veronica Guerin,"['Drama', 'Crime', 'Thriller']",Crime Drama Thriller
Escobar: Paradise Lost,"['Thriller', 'Romance']",
Southland Tales,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction', 'Thriller']",Action Drama Thriller
Dragon Hunters,"['Animation', 'Family']",Adventure
Damnation Alley,"['Action', 'Adventure', 'Science Fiction']",Action Science Fiction
The Apparition,"['Horror', 'Thriller']",Horror Thriller
My Girl,"['Comedy', 'Drama', 'Family']",Comedy Drama
Fur: An Imaginary Portrait of Diane Arbus,"['Drama', 'Mystery', 'Romance']",Drama Romance
Wall Street,"['Crime', 'Drama']",Drama
Sense and Sensibility,"['Drama', 'Romance']",Drama Romance
Becoming Jane,"['Drama', 'Romance']",Drama Romance
Sydney White,['Comedy'],
House of Sand and Fog,['Drama'],Drama
Dead Poets Society,['Drama'],Drama
Dumb and Dumber,['Comedy'],Comedy
When Harry Met Sally...,"['Comedy', 'Romance', 'Drama']",Comedy Drama Romance
The Verdict,['Drama'],Drama
Road Trip,"['Comedy', 'Adventure']",Comedy
Varsity Blues,"['Comedy', 'Drama', 'Romance']",Comedy Drama
The Artist,"['Drama', 'Comedy', 'Romance']",Comedy
The Unborn,"['Horror', 'Thriller', 'Mystery']",
Moonrise Kingdom,"['Comedy', 'Drama', 'Romance']",Drama
The Texas Chainsaw Massacre: The Beginning,['Horror'],Horror Thriller
The Young Messiah,['Drama'],Drama
The Master of Disguise,"['Comedy', 'Family']",
Pan's Labyrinth,"['Fantasy', 'Drama', 'War']",
See Spot Run,"['Action', 'Comedy', 'Family']",Action Comedy
Baby Boy,"['Crime', 'Drama', 'Romance']",Drama
The Roommate,"['Thriller', 'Drama', 'Horror']",Drama
Joe Dirt,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",Comedy
Double Impact,"['Thriller', 'Action', 'Crime', 'Drama']",Action
Hot Fuzz,"['Crime', 'Action', 'Comedy']",Crime
The Women,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Vicky Cristina Barcelona,"['Drama', 'Romance']",Drama
Arn: The Knight Templar,"['Action', 'Adventure', 'Drama', 'Romance']",Drama Romance
Boys and Girls,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
White Oleander,['Drama'],Drama
Jennifer's Body,"['Comedy', 'Horror']",Comedy Horror
Drowning Mona,"['Comedy', 'Crime', 'Mystery']",Crime Drama Mystery Thriller
Radio Days,"['Comedy', 'Drama']",Comedy Drama
Remember Me,"['Drama', 'Romance']",Drama Romance
How to Deal,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
My Stepmother is an Alien,"['Comedy', 'Science Fiction']",Science Fiction
Philadelphia,['Drama'],Drama
The Thirteenth Floor,"['Thriller', 'Science Fiction', 'Mystery']",
The Cookout,"['Comedy', 'Drama']",Comedy
Meteor,"['Action', 'Science Fiction', 'Thriller']",Action
Duets,"['Comedy', 'Drama', 'Music']",Comedy
Hollywood Ending,"['Comedy', 'Drama']",Comedy Drama Romance
Detroit Rock City,"['Comedy', 'Music']",Comedy
Highlander,"['Adventure', 'Action', 'Fantasy']",Action
Things We Lost in the Fire,['Drama'],Drama
Steel,"['Science Fiction', 'Action', 'Adventure']",Action
The Immigrant,"['Drama', 'Romance']",Drama
The White Countess,"['Drama', 'History', 'Family', 'Romance']",
Trance,"['Thriller', 'Crime', 'Drama', 'Mystery']",Action
Soul Plane,"['Romance', 'Comedy']",Drama
Welcome to the Sticks,['Comedy'],Drama
Good,['Drama'],Drama
Enter the Void,"['Fantasy', 'Drama']",Drama
Vamps,"['Comedy', 'Romance', 'Horror']",Drama Romance
Hachi: A Dog's Tale,"['Drama', 'Family']",Drama
Zulu,"['Crime', 'Drama', 'Thriller']",Drama
The Homesman,"['Western', 'Drama']",Drama
Juwanna Mann,"['Comedy', 'Drama']",Comedy Drama
Ararat,"['War', 'Drama']",Drama
Madison,"['Action', 'Adventure', 'Drama']",Drama
Slow Burn,"['Mystery', 'Crime', 'Drama', 'Thriller']",Drama
Wasabi,"['Drama', 'Action', 'Comedy']",Comedy Drama
Slither,"['Comedy', 'Horror', 'Science Fiction']",Horror
Beverly Hills Cop,"['Action', 'Comedy', 'Crime']",Action Comedy Crime
Home Alone,"['Comedy', 'Family']",Comedy
Three Men and a Baby,"['Family', 'Comedy', 'Drama']",Comedy Drama
Tootsie,"['Comedy', 'Romance']",Comedy Romance
Top Gun,"['Action', 'Romance', 'War']",
"Crouching Tiger, Hidden Dragon","['Adventure', 'Drama', 'Action', 'Romance']",Action Drama
American Beauty,['Drama'],Comedy Drama
The King's Speech,"['Drama', 'History']",Drama
Twins,['Comedy'],
The Yellow Handkerchief,"['Drama', 'Romance']",Drama
The Color Purple,['Drama'],Drama
Tidal Wave,"['Action', 'Adventure', 'Drama', 'Thriller']",Drama
The Imitation Game,"['History', 'Drama', 'Thriller', 'War']",Drama
Private Benjamin,['Comedy'],Drama
Coal Miner's Daughter,"['Drama', 'Music']",Drama
Diary of a Wimpy Kid,"['Comedy', 'Family']",Comedy
Mama,['Horror'],Drama Horror
National Lampoon's Vacation,"['Comedy', 'Adventure', 'Romance']",Comedy
Bad Grandpa,['Comedy'],Comedy
The Queen,['Drama'],Drama
Beetlejuice,"['Fantasy', 'Comedy']",
Why Did I Get Married?,"['Comedy', 'Drama']",Comedy
Little Women,"['Drama', 'Romance']",Drama Romance
The Woman in Black,"['Drama', 'Horror', 'Thriller']",Thriller
When a Stranger Calls,"['Horror', 'Thriller']",Thriller
Big Fat Liar,"['Comedy', 'Family']",Comedy
The Deer Hunter,"['Drama', 'War']",Comedy Drama
Wag the Dog,"['Comedy', 'Drama']",Drama
The Lizzie McGuire Movie,"['Family', 'Comedy']",
Snitch,"['Thriller', 'Drama']",Drama
Krampus,"['Horror', 'Comedy', 'Fantasy']",Comedy
The Faculty,"['Horror', 'Mystery', 'Science Fiction']",Science Fiction
What's Love Got to Do with It,"['Drama', 'Music']",Drama
Cop Land,"['Action', 'Crime', 'Drama']",Action Crime Drama Thriller
Not Another Teen Movie,['Comedy'],Comedy
End of Watch,"['Crime', 'Drama', 'Thriller']",Drama Thriller
The Skulls,"['Crime', 'Drama', 'Thriller']",Thriller
The Theory of Everything,"['Drama', 'Romance']",Drama Romance
Malibu's Most Wanted,"['Comedy', 'Crime']",
Where the Heart Is,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Lawrence of Arabia,"['Adventure', 'Drama', 'History', 'War']",Adventure Drama War
Halloween II,['Horror'],
Wild,['Drama'],Drama
The Last House on the Left,"['Crime', 'Thriller', 'Horror', 'Drama']",Drama
The Wedding Date,"['Comedy', 'Romance']",Comedy Drama Romance
Halloween: Resurrection,"['Horror', 'Thriller']",Thriller
The Princess Bride,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",
The Great Debaters,['Drama'],Drama
Drive,"['Drama', 'Action', 'Thriller', 'Crime']",Action Crime Drama Thriller
Confessions of a Teenage Drama Queen,['Comedy'],Comedy Drama
The Object of My Affection,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']",Horror Thriller
When the Game Stands Tall,['Drama'],Comedy Drama
Because of Winn-Dixie,"['Comedy', 'Drama', 'Family']",Drama
Love & Basketball,"['Action', 'Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Grosse Pointe Blank,"['Action', 'Comedy', 'Thriller', 'Romance']",Comedy
All About Steve,['Comedy'],Comedy
Book of Shadows: Blair Witch 2,"['Mystery', 'Thriller', 'Horror']",Horror Thriller
The Craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",
Match Point,"['Drama', 'Thriller', 'Crime', 'Romance']",Drama Romance
Ramona and Beezus,"['Comedy', 'Family']",Comedy
The Remains of the Day,"['Drama', 'Romance']",Drama
Boogie Nights,['Drama'],Comedy
Nowhere to Run,"['Action', 'Adventure', 'Drama', 'Thriller']",Drama
Flicka,['Drama'],Drama
The Hills Have Eyes 2,"['Horror', 'Thriller']",
Urban Legends: Final Cut,['Horror'],Horror
Tuck Everlasting,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",Drama
The Marine,"['Action', 'Adventure', 'Drama', 'Thriller']",Action Drama
Keanu,"['Action', 'Comedy']",Action Comedy Crime
Country Strong,"['Drama', 'Romance']",Drama Romance
Disturbing Behavior,"['Mystery', 'Horror', 'Science Fiction']",
The Place Beyond the Pines,"['Drama', 'Crime']",Drama
The November Man,"['Crime', 'Action', 'Thriller']",Action Thriller
Eye of the Beholder,"['Drama', 'Mystery', 'Thriller']",Thriller
The Hurt Locker,"['Drama', 'Thriller', 'War']",Drama Thriller
Firestarter,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",Thriller
Killing Them Softly,"['Crime', 'Thriller']",Crime Thriller
A Most Wanted Man,['Thriller'],Drama
Freddy Got Fingered,['Comedy'],Drama
VeggieTales: The Pirates Who Don't Do Anything,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Adventure Comedy Family
U2 3D,"['Music', 'Documentary']",
Highlander: Endgame,"['Action', 'Fantasy', 'Science Fiction']",Action
Idlewild,"['Crime', 'Drama', 'Music']",Drama
One Day,"['Drama', 'Romance']",Comedy Drama Romance
Whip It,['Drama'],Comedy
Knockaround Guys,"['Crime', 'Thriller']",
Confidence,"['Action', 'Comedy', 'Thriller', 'Crime']",Comedy
The Muse,"['Fantasy', 'Comedy']",Comedy
De-Lovely,"['Drama', 'Music']",Drama
New York Stories,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Barney's Great Adventure,['Family'],Family
The Man with the Iron Fists,['Action'],Action
Home Fries,"['Drama', 'Comedy', 'Romance']",Comedy Drama
Here On Earth,['Romance'],
Brazil,"['Comedy', 'Science Fiction']",Comedy
Raise Your Voice,"['Music', 'Drama', 'Romance']",Drama
The Big Lebowski,"['Comedy', 'Crime']",Comedy
Black Snake Moan,['Drama'],Drama
